,ABBV.N,ABT.N,ADM.N,ADP.O,AFL.N,ALB.N,AOS.N,APD.N,ATO.N,BDX.N,BEN.N,BFb.N,BRO.N,CAH.N,CAT.N,CB.N,CHD.N,CHRW.O,CINF.O,CL.N,CLX.N,CTAS.O,CVX.N,DOV.N,ECL.N,ED.N,EMR.N,ESS.N,EXPD.O,FRT.N,GD.N,GPC.N,GWW.N,HRL.N,IBM.N,ITW.N,JNJ.N,KMB.N,KO.N,LIN.N,LOW.N,MCD.N,MDT.N,MKC.N,MMM.N,NDSN.O,NEE.N,NUE.N,O.N,PEP.O,PG.N,PNR.N,PPG.N,ROP.O,SHW.N,SJM.N,SPGI.N,SWK.N,SYY.N,TGT.N,TROW.O,WBA.O,WMT.N,WST.N,XOM.N
2023-04-05,0.0,0.0,7.393024004629752e-13,8.100893614008592e-15,0.0,4.2014950178580695e-12,0.0,2.6810247136375437e-13,7.146322915366965e-13,0.08905995355723961,1.1699497709904853e-12,1.078237564857225e-12,0.0,0.0,3.283059259145521e-12,0.0,0.3349683754632452,0.0,2.226125417042335e-12,0.0,0.0,0.0,0.0,8.835230000956397e-13,0.0,0.0,0.0,4.4364461091430405e-12,0.0,4.022326827940273e-12,0.0,2.2028692180475145e-12,6.942301446717985e-13,0.0,0.0,0.0,4.089418360689671e-12,0.0,0.0,0.0,0.0,0.0,6.535186862415108e-13,0.09870697075730883,1.3265278218786557e-12,0.0,0.0,2.941773312257055e-12,1.1764820293836778e-12,0.0,0.1566076300578691,1.3478910023890188e-12,5.4729529108080855e-14,0.0,7.478843557116742e-13,0.0,0.0,2.521129079912703e-12,0.0,7.293951858949234e-13,2.393234874175133e-14,7.066475578390507e-13,0.22302954269527922,0.09762752746792465,0.0
2023-04-06,0.0,0.0,7.405569407067963e-13,0.0,2.5861994804839976e-13,2.0335223182599968e-12,0.0,5.251945834534629e-13,7.105687776164377e-13,0.0,9.981327572945423e-14,7.488286337577826e-13,0.04531106272795683,0.0,1.3840911977540494e-12,0.0,0.0,0.0,1.3036136046868643e-12,0.0,0.0,0.0,0.0,5.370187472463218e-13,0.0,1.218040060766544e-13,0.0,2.2975422028295773e-12,0.0,1.930055919456389e-12,0.0,1.3688854944015302e-12,2.5358997393819576e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5378236048449308e-13,0.08821401950248589,4.57733965483862e-13,0.0,0.0,1.2028334586022345e-12,1.1050478076064895e-12,0.0,0.6107730456730317,5.950447087729693e-13,3.4603333306925693e-13,0.0,2.9165300877990807e-13,0.0,0.0,9.506437796378044e-13,0.0,4.215006374728003e-13,0.0,0.0,0.25254911762446197,0.0,0.0031527544737325495
2023-04-10,0.0,8.766647258181569e-14,9.741831737898772e-13,0.0,2.1617438684857324e-12,5.17370243364245e-12,0.0,0.0,0.0,0.10938333231389079,0.0,5.344123885373625e-13,3.0261657460491073e-12,0.0,2.1359496471243302e-12,3.2739070603255256e-12,0.0,0.0,0.0,0.0,0.0,4.096724621933696e-12,5.812014060647829e-12,4.3419314687242323e-13,0.0,0.0,4.952625472831484e-12,0.0,2.2070535023478427e-12,0.0,2.5654866137633947e-12,0.0,0.0,0.0,1.4480772757948485e-13,5.135678063529492e-13,8.176990133240867e-14,0.0,9.301643676368726e-13,3.348099026517612e-12,0.0,0.04665980486869562,0.0,0.07290659707898078,0.0,1.8897556004745566e-12,0.0,0.0,0.0,0.0,0.21372125473174802,0.0,0.0,1.516874880435307e-12,0.0,0.0,1.4545469947079129e-12,0.0,8.938968869746964e-13,0.0,0.030863600959274904,2.695539086096764e-12,0.40335776701365095,0.12310764305739946,7.458841840780046e-12
2023-04-11,0.0,2.6814974935178886e-13,8.179376287357141e-13,0.0,9.62002669527258e-13,1.1166743785485208e-12,0.0,0.0,0.0,0.06035368263414126,0.0,4.3300270951327863e-13,1.2987281747537621e-12,0.0,5.023024600706384e-13,1.4167697383313017e-12,0.0,0.0,0.0,5.851823926664214e-14,0.0,1.7047300310795761e-12,2.2789931215620883e-12,0.0,0.0,0.0,1.426317928735819e-12,0.0,7.494496150928715e-13,0.0,8.26669311007239e-13,0.0,0.0,4.49045875094668e-14,1.2946557784841312e-13,0.0,6.246631880184063e-13,0.0,7.474459447004649e-13,1.2195753804831176e-12,0.0,9.852175213042181e-13,0.0,0.07882586371878054,0.0,8.236046115517643e-13,0.0,0.0,0.0,1.9354440199619494e-14,0.2294713566845493,0.0,0.0,7.643244132980582e-13,0.0,0.0,5.997908566338085e-13,0.0,6.750684824585505e-13,0.0,0.07785827089778334,1.2481193365228874e-12,0.39560028234674505,0.15704357547424186,0.0008469682572026298
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,3.0202025785653927e-12,2.3578526616833542e-12,1.4480697890240793e-11,0.07813776693331205,3.816925954425115e-12,0.0,0.0,0.0,0.0,0.0,1.0855491334980987e-13,6.51536283433502e-13,2.293641593891743e-11,0.0,7.647482071956393e-12,0.0,0.0,0.0,4.89990722707176e-12,1.2530376722958786e-11,0.0,1.7489650071467498e-11,0.0,2.2959871182784702e-11,0.0,5.543872653701313e-12,8.22715486709278e-12,2.393740988556753e-14,4.246218148180855e-12,0.0,0.0,0.0,0.0,0.0,2.739020214204776e-12,0.0,2.3717016247446086e-12,0.06807082877087772,1.3941274069218772e-12,0.0,1.8079348982138203e-12,5.795772525592151e-12,1.5724950452368006e-11,0.0,0.24111448873968644,4.05007112040766e-12,9.347844730297794e-12,0.0,1.4592099498773706e-11,8.691284238407464e-12,0.0,3.1228999861586066e-12,4.450934398016906e-12,1.8310767376835763e-11,0.0,0.0,0.38084481445973845,0.22985228776652747,0.0019798133845103107
2023-04-13,5.165441127422824e-13,5.523774557378343e-13,2.1767629608086412e-13,3.043797843068892e-13,9.50349773261586e-13,4.0951407986597383e-13,0.0,0.0,0.0,0.08574777659659645,0.0,3.270859842094942e-13,1.4357877151592691e-12,0.0,3.896846198983501e-13,1.0815294750115396e-12,4.077837006133401e-13,0.0,0.0,4.611293702290501e-13,0.0,2.28529174959179e-12,2.360994373560126e-12,5.4415889160268956e-14,0.0,0.0,1.5106681728703737e-12,0.0,1.630010354177992e-12,0.0,1.19486170840789e-12,0.0,0.0,0.0,0.0,3.3797542665720943e-13,1.1534212069725926e-12,8.194306477922625e-13,1.2515208920110683e-12,1.456800926222765e-12,0.0,1.7113359139424575e-12,0.0,0.0660222533206128,0.0,1.0763237366910324e-12,3.2679588286754646e-13,0.0,0.0,5.990108788572151e-13,0.23122118189698104,0.0,0.0,1.0843166300381867e-12,0.0,0.0,1.2995767949362436e-12,0.0,0.0,0.0,2.395130960193781e-12,7.650704699262934e-13,0.3765305950384338,0.24047819315212066,3.0515698696926614e-12
2023-04-14,4.448414493914596e-12,4.6573934550466e-12,1.8562509418273986e-12,1.8192556643513445e-12,3.4969968164387157e-12,0.0,0.0,0.0,0.0,0.07423477694800575,0.0,1.9905339075417136e-12,6.313839337063166e-12,1.5915283147087152e-11,1.1644869854742326e-12,0.0,3.597426069128504e-12,0.0,0.0,3.4139562087297443e-12,2.2713043941276133e-12,6.44494939498156e-12,7.735960541698495e-12,0.0,0.0,0.0,6.897692441054889e-12,0.0,0.13680594761975146,0.0,4.473219746333703e-12,0.0,0.0,0.0,4.70612785625801e-13,4.999965608194308e-13,7.913829914052941e-12,5.398105621482584e-12,7.279767267819712e-12,5.392561685935725e-12,0.0,0.22591153796151422,0.0,0.04437655671432781,0.0,4.585225233281182e-12,3.4059020815483703e-12,0.0,0.0,4.329129449160426e-12,0.2550202963958962,0.0,0.0,5.040137696418572e-12,0.0,0.0,4.9438426482027276e-12,0.0,0.0,0.0,1.0790676072536692e-11,1.9309350055331284e-12,0.15960304757155186,0.0313051111961803,0.07274272557330753
2023-04-17,0.0,0.0,1.8398874888403344e-11,2.7343528045307755e-12,0.0,1.0252744894273593e-11,0.0,2.604793591689671e-12,3.691013585160051e-12,0.13784818695306952,8.603640541794668e-12,0.0,0.09786361107599856,0.0,0.0,1.731858400072574e-12,0.0,2.932987409570259e-12,2.529888358324781e-11,0.0,1.005585798009971e-12,0.0,0.0,0.0,1.046777293615794e-13,0.0,0.0,1.1040424193424401e-11,0.04891392457481994,1.1678965891995012e-11,0.0,4.671464620739136e-12,2.5769961577617703e-12,0.0,3.3959660429672025e-12,3.660518351920462e-12,0.0,0.09986586025035832,0.0,0.13180154976326694,3.349985836869978e-12,0.4623086345918031,1.6310061623990328e-12,0.01847571097294389,5.986579424996094e-12,0.0,0.0,1.1278884999800452e-11,1.1861550531891244e-11,0.0,0.0,1.5217562433034558e-11,1.7610225846193544e-10,0.0,1.453821006658501e-11,3.684482061169316e-12,0.0,1.3363372306412869e-11,4.733083970657717e-12,1.332416529625307e-11,0.0,0.0,0.0,6.68857686400399e-11,0.0029225215670808822
2023-04-18,0.0,0.0,0.0016841722973899133,5.18755619124998e-12,0.0,9.317300736915832e-12,0.0,0.0,4.7296571082965426e-12,0.034693431402454324,1.083105547440054e-11,0.0,0.13220706557886389,1.4119407546735624e-12,0.0,1.982917158373102e-12,0.0,0.0,2.975729749420629e-11,0.0,0.0,0.0,0.0,0.0,3.5383938397247447e-12,0.0,0.0,1.529403597706224e-11,0.0487987872015509,1.57582224093327e-11,0.0,0.0,0.0,2.816289307944831e-13,3.707300467999222e-12,3.53906276052274e-12,0.0,0.1397054230900627,0.0,0.15512344122657934,4.409786844368632e-12,0.4757914945865055,4.737385441748287e-13,0.00741675020601378,7.192767969543872e-12,0.0,0.0,1.3285595620461922e-11,1.5096492514384606e-11,0.0,0.0,1.6545766443757282e-11,3.6539164878808806e-12,0.0,2.1537407240726354e-11,5.861596807310597e-12,0.0,6.857600292245562e-12,9.944104535299562e-12,1.2668068321251568e-11,0.0,1.395741358276267e-12,0.0,0.0,0.004579434393628267
2023-04-19,2.9875376350442573e-13,0.03880103657769671,0.0,3.854401582175387e-12,0.0,4.749985661597298e-12,0.0,1.0696886061197494e-13,4.307805964034393e-12,0.09998048158771289,6.313254720957091e-12,0.0,0.09087113968698392,1.0575770874336726e-13,0.0,0.0,0.0,1.0720546947826742e-12,1.6944877486229165e-11,0.0,2.4415769853242753e-13,0.0,0.0,0.0,2.2316602196857858e-12,6.08665584636213e-13,0.0,1.0110279276625883e-11,0.04378213078291539,9.5393025126107e-12,0.0,0.0,0.0,9.209203581853228e-13,2.724837533404495e-12,0.0,0.0,0.06629539352866597,0.0,0.17315288711895174,2.93878162478559e-12,0.46178825827806763,2.6059898429082775e-12,0.017393707128996728,4.480323463471439e-12,0.0,9.620862823748825e-15,2.9471804606625223e-12,9.780309000769085e-12,0.0,0.0,9.363847179827109e-12,0.0,0.0,1.3015461398245719e-11,2.9024761441899615e-12,0.0,5.619412132309173e-12,4.757258495417139e-12,9.729032683079528e-12,0.0,0.0,0.0,0.0,0.007934965291183132
2023-04-20,0.0,0.006041949977873927,2.3405762250924805e-11,0.0,7.121981051615109e-12,0.0,6.7096667035951274e-12,7.93628947250282e-12,4.782098422368442e-13,0.1680765203525972,0.0,1.2710310768258956e-11,0.0,9.717586177177417e-13,1.5604897673178316e-11,4.284569032334483e-12,1.734245251612723e-11,0.0,0.0,8.863375614896262e-12,8.062054915293192e-13,0.0,2.1695807112009822e-11,5.434786885899322e-12,0.0,7.602749221427962e-12,1.1119724817204084e-11,0.0,0.02714454052021747,0.0,1.2342806197226491e-11,0.0,1.5152792536564268e-12,7.086078313788166e-12,0.0,5.201431892122681e-12,1.5218596542478892e-11,0.1336514639277572,1.8699324710038104e-11,0.11925636561575767,1.681471968399878e-11,0.5416491015112801,0.0,0.004180058308641628,0.0,7.157812927774142e-12,0.0,0.0,0.0,4.4108219019221014e-12,1.7034461170786593e-11,0.0,0.0,1.6821457791512143e-11,0.0,0.0,8.70886226774772e-12,0.0,6.941030453591797e-13,0.0,5.232184545669322e-12,1.4290566669210868e-11,0.0,7.328373742524225e-12,3.921623239680232e-11
2023-04-21,2.100087626331099e-10,0.033716353301062284,1.9070346755835567e-10,0.0,1.8999353229978267e-10,0.0,1.3934067056123338e-10,4.648135250190503e-11,0.04530379832381632,0.03768265032151979,0.0,0.0,0.10608650026496814,0.0,2.5371014581561824e-11,0.0,6.21571999896854e-12,3.6705255401358356e-11,0.0,5.841529748890675e-11,0.0,1.113900453650812e-10,1.8219527562468643e-10,0.0,0.0,7.208030180979582e-11,1.8731978012589454e-11,0.0,0.07225614501687982,0.0,7.045140870931748e-11,3.999784946369704e-10,1.6833235252541286e-10,0.0,0.0,9.3552133774361e-11,1.6654473635836556e-11,0.07652101066945864,1.5502791040319844e-10,0.0,9.912472000394824e-11,0.6006449520254028,0.0,0.0,0.0,1.9091550237066437e-11,2.932375736335136e-11,1.9529753930609552e-10,1.750004803458851e-11,0.0,1.2399687827632874e-10,0.0,0.0,1.6981549349128375e-10,0.0,0.0,6.014689731213207e-11,2.3094133165150767e-11,0.0,0.0,0.0,0.027788601752727852,7.499803092958668e-11,0.0,1.1606710188760265e-10
2023-04-24,2.831326807341713e-11,0.006077206139157396,0.03672486429953114,8.361102613673855e-10,1.0322666511054214e-10,8.624146446321605e-10,2.1170991489000614e-11,3.812212372263726e-11,0.08839983634413776,0.11869502186286808,3.96140776348369e-10,3.3046031977971197e-10,3.5231840829778657e-09,1.2248390552702437e-08,8.835077377854974e-11,1.9029485027361074e-11,3.112383792843375e-11,1.4870350849698208e-11,1.492646427313545e-09,5.402698992216066e-11,9.54009476179286e-11,2.426712288145882e-10,1.872301962036551e-10,2.8490373743240934e-10,6.474296224722493e-10,9.906416253474837e-11,4.43853370568688e-12,2.2723447109601548e-10,0.028021508156891476,1.6919405719512503e-10,4.114476886984752e-11,0.033330698457432244,5.2851730305879895e-11,7.40651252365707e-11,5.888701643075614e-11,7.214582046908572e-11,2.785271083721558e-10,0.12453315178882068,1.0279544696041013e-10,9.842056072440223e-10,9.52689927903048e-09,0.5308878880559816,3.07499605600412e-09,5.943185793909162e-09,4.968325506898795e-10,8.021090452885808e-11,7.87800490264185e-12,4.5761819815984136e-10,8.066262386998774e-11,2.366155472650752e-11,0.028608395026749042,5.247910892763636e-10,2.4115164332141153e-09,8.619284399297876e-11,2.861111141740788e-10,3.2523991867926673e-10,1.281734270837171e-10,8.928962652169233e-11,8.080494284296848e-11,4.9515242592985994e-11,1.4304916193273306e-10,0.004721393013535801,1.643901679042607e-11,9.636780018804937e-09,2.638129512824178e-09
2023-04-25,9.282618901336188e-11,0.01248603610116852,1.4060150130852608e-10,0.0,1.240689657429142e-10,2.9525053503048343e-12,0.0,6.165131628882813e-11,0.05625612729763623,0.0786579257310505,0.0,0.0,0.09980774768830339,0.0,0.0,3.328622927501771e-11,0.0,1.7030996548821546e-11,0.0,8.619854331321544e-11,1.8932606607977658e-11,0.0,2.049101947310792e-10,0.0,0.0,1.1488715042821871e-10,4.021621546251841e-12,0.0,0.024108540203839724,0.0,2.944127883770047e-11,0.04679823467376377,0.0,2.5367758148130616e-12,2.465011397986578e-11,0.0,1.0102914312206349e-10,0.22505573404911217,9.882300137846131e-11,0.0,4.7329595243423084e-11,0.4568296624443517,0.0,0.0,0.0,0.0,2.6601319104576577e-11,0.0,0.0,5.1752358633284184e-11,6.574024682766247e-11,0.0,0.0,4.763311039531103e-11,0.0,0.0,7.65655127641665e-11,3.971721445685705e-11,0.0,0.0,0.0,1.8702853872200284e-10,2.4616548044155844e-11,1.623684133325352e-10,6.005939881089423e-11
2023-04-26,0.0,0.0,0.02302047770026254,6.081107316533236e-12,0.0,0.0,0.0,0.0,0.0,0.04528327824648765,1.450406794968736e-11,0.0,0.27020354091916077,0.04411803652354415,3.905473302522665e-12,0.0,0.0,1.636327695439198e-11,3.5076567449479966e-11,0.0,0.0,1.5481723515705159e-12,0.0,2.6548463713239368e-11,1.0706241455436449e-11,0.0,8.330156324885944e-12,5.304435285291464e-12,0.0,1.1379645759110497e-11,1.482538223207645e-11,0.06664222614403417,1.151365591151013e-13,0.0,0.0,5.3726424072769245e-12,0.0,0.12712468898051835,0.0,1.0251482592270271e-10,6.774000260746472e-12,0.31141424083748276,0.053173457012803245,1.384995156517109e-10,1.558984725953113e-11,3.5386391724013817e-12,2.47976563343162e-11,2.1740251663096834e-11,0.0,0.0,0.0,1.507150824398705e-11,1.6890088003520256e-11,0.0,1.887399326686867e-11,3.0149072785866076e-12,0.0,0.0,2.4465678305528365e-11,1.4528920697855778e-11,8.675796455576743e-12,0.0,0.0,0.059020053298851245,0.0
2023-04-27,0.0,0.012084891157389421,0.008995017949144991,6.1570083513626376e-12,0.0,0.0,0.0,0.0,6.073507426214482e-13,0.01328195491985309,6.624194047209705e-12,3.9584506772272e-12,0.29866186053777627,0.0679337333922139,0.0,1.3218944989010998e-12,4.415543768145282e-12,9.78080685656375e-12,1.9271997372768065e-11,3.899717619608281e-13,1.8768921328517516e-12,1.8246251617337425e-12,0.0,9.365398803738508e-12,7.1966732747096416e-12,0.0,1.6380243256951888e-12,5.295235161602864e-12,0.0,9.07762408331731e-12,7.520879005755925e-12,1.473789678082301e-11,2.9977518164472627e-12,3.256296669370252e-12,4.926237089467735e-13,2.5931755326626626e-12,7.973729054641474e-13,0.15689140518149564,0.0,0.2690551737144844,7.653908239151497e-14,0.0,0.0329288572520582,6.016360816552889e-12,6.93538299650653e-12,1.9504060977075894e-12,1.3176733431398724e-11,3.977179064684731e-12,3.576156192399052e-12,5.601237194594069e-13,0.0,1.2067719621958122e-11,2.4668750361429695e-12,1.2478811173060247e-12,5.599282096028339e-12,7.215026737390769e-12,3.008933414103022e-12,0.0,1.504919225507034e-11,7.0616589250362326e-12,2.307125951701422e-12,0.0,0.0,0.1401671056939501,5.5928745216674385e-11
2023-04-28,0.0,5.891108332641539e-13,0.0,1.0147162320443092e-11,0.0,0.0,0.0,0.0,5.56759424621055e-12,0.04780478910508599,1.3414499561819335e-11,8.690600981558453e-12,0.3621882062761362,0.036683202382848404,0.0,5.7476350305624135e-12,6.3456010722777686e-12,9.048872569008849e-12,3.0459785241283495e-11,4.616630256749285e-13,4.982156354054879e-12,2.2629467524828653e-12,0.0,1.3261046400348137e-11,1.2620166164285171e-11,5.664684226639559e-12,2.316674609138911e-12,8.118015540754316e-12,0.0,1.3890564309451934e-11,1.1753496223102709e-11,0.0,9.46274927597989e-13,8.313260317833825e-12,2.603390940368838e-12,1.0957431930139461e-12,6.049983319878223e-12,0.08087652787279939,0.0,0.25849665580240466,2.3103752657156923e-13,0.0,0.027397773849501643,1.1181066945272728e-11,1.1829673282086693e-11,2.9048901092405815e-12,2.2099924525997335e-11,1.1579692793076728e-12,7.219561792662098e-12,2.997719725932149e-12,1.743588960065137e-12,1.2139372444796965e-11,5.2093754545167886e-12,1.6548261935267862e-12,9.994444570250781e-12,1.3273497767264937e-11,2.8395504657869567e-12,0.0,2.30425154228309e-11,1.4037977432310854e-11,4.007486232138706e-12,0.0,0.0,0.17509123208028043,0.011461612433449602
2023-05-01,0.0,0.0,0.0,2.3498764667035974e-12,0.0,0.0,0.0,0.0,1.8746454215271736e-13,0.0845062769421246,1.0564940323135943e-12,3.11358668990276e-12,0.4057785316953861,0.0,0.0,2.9008827088116368e-12,1.860184763300687e-12,7.260936287128469e-12,1.3265767897328762e-11,8.606822239654539e-13,0.0,3.3032695302229012e-12,0.0,5.85115342972177e-12,5.34303863816104e-12,0.0,9.312676741507977e-13,2.5643158086802865e-12,0.0,4.21027836663447e-12,6.296344547269861e-12,0.0,0.0,3.846449162690069e-12,0.0,3.501216180512192e-12,0.0,0.030715011203256138,0.0,0.2204959975665976,0.0,0.0,0.08881218059610017,3.763953257286527e-12,2.7930914470660673e-12,1.3613831396593095e-12,9.463539266248911e-12,1.0003750933548486e-12,1.7792920071165055e-12,0.0,0.0,6.799325916487227e-12,3.609536344189089e-12,2.3806139912544102e-12,1.0146207390305955e-12,7.270170508930502e-12,1.5877595122523457e-12,0.009037635585744072,1.2296631142011065e-11,6.123507946182154e-12,0.0,0.0,0.0,0.1606543663673881,0.0
2023-05-02,0.0,0.0,0.0,3.0380578869830364e-12,9.560236117762938e-13,0.0,0.0,0.0,5.498053500796323e-13,0.04312501145811303,5.72885524212124e-12,5.410730580150889e-13,0.2942471723523793,0.0,0.0,0.0,0.0,3.6995850928828285e-12,9.505631860241454e-12,0.0,0.0,1.6536109456171742e-12,5.2446161977096485e-12,5.811782170658637e-12,0.0,0.0,7.298308774947961e-13,1.8284721915852744e-12,2.1641668709378402e-13,1.183274188756487e-12,5.3698121842850125e-12,0.019808438788256885,0.0,0.0,0.0,7.522715797413578e-12,0.0,0.17274608305867614,0.0,0.0,0.0,0.06328726783375677,0.03181130169931208,0.0,5.875749158941401e-12,0.0,7.567362467034118e-12,0.0,1.7403200416532534e-13,0.12064793878350139,0.0,3.001061734371262e-12,6.468298623028256e-13,5.195821345136492e-13,0.0,0.0,3.6392103713485925e-13,0.0,7.066590039775066e-12,5.910527706717942e-12,6.181484214139732e-12,0.0,0.0,0.25432678607968395,2.57203964516799e-12
2023-05-03,1.5208052548326336e-11,6.99780012421772e-12,7.030474215374937e-12,0.0,0.0,1.6749971112187126e-11,9.571072223895189e-12,4.200974395134878e-12,1.0710170769677948e-13,0.032064544195207705,0.0,0.0,0.25162580588801486,1.4924326422454556e-11,3.665994755472742e-12,3.619672092985027e-12,8.997623693467945e-12,0.0,0.0,7.276673014255799e-12,0.17308047929284476,0.0,0.0,0.0,7.93244877361924e-12,1.1487733896591894e-11,0.0,0.0,2.556232842568306e-12,0.0,0.0,0.029025184271304516,1.127550720091237e-12,6.63590557881864e-12,1.320615097440609e-11,0.0,0.0,0.07478122776674488,2.0714454187080112e-11,2.4086781643352414e-11,2.1007533752266966e-12,2.225543882235344e-11,0.06301762244946112,4.801902097892119e-12,0.0,0.0,0.0,0.0,2.8929925008629954e-12,0.15561229887206673,7.312846071082932e-12,0.0,0.0,0.0,3.774766568381031e-12,3.78340720364281e-12,0.0,3.1383715912043674e-12,0.0,0.0,0.0,0.0,1.0139752320839088e-11,0.22079283740994468,0.0
2023-05-04,0.0,0.0,0.0,1.0791246346829358e-11,1.3909207686084562e-11,0.0,0.004477938564532853,1.313378743398138e-13,0.019598681020418687,2.2230981492818513e-11,2.0127149027726343e-11,0.0,0.002777170408509158,0.0,0.0,1.674514543985564e-11,0.0,1.2778346227545062e-10,1.1348645400822328e-10,0.0,0.07025280242050275,6.961676611789144e-12,4.18000036656571e-11,6.68637765853636e-11,1.2652803607662118e-11,0.0,0.0,2.2203246636273794e-11,0.0,0.0,7.433418263934008e-11,0.13808739710742807,0.0,0.0,0.0,4.0246138391360296e-11,5.65897854750041e-12,0.045229115859539586,0.0,0.0,1.0315201893934251e-11,0.0,0.045477010650292186,1.10354616175059e-11,3.645340399229928e-11,0.0,1.3214323404193228e-10,0.0,0.0,0.5108014832544978,0.0,8.964988789108172e-11,3.8120072179193186e-11,2.940508380578918e-11,3.5704768419993824e-11,0.0,3.2574223522858343e-11,0.0,6.517057732831112e-11,8.167958668974597e-11,5.0904299537241446e-12,3.1385427312907844e-11,0.0,0.16329840037358087,1.003229273735532e-11
2023-05-05,0.0,0.0,0.0,7.977828958613205e-12,2.733292835719841e-11,0.0,0.06771846404740002,3.0440656585555803e-12,0.0,7.535119975402115e-12,8.944837329353807e-12,0.0,1.1996249199161286e-10,0.0,0.0,4.215267112000834e-12,0.0,9.739371986597781e-11,5.717894624686987e-11,0.0,0.04835348923241173,9.263806605077757e-12,2.4501024952400428e-11,4.4155102535295544e-11,3.22678193061795e-12,0.0,0.0,1.9735953796506915e-11,2.1996840387456876e-11,1.0553629416780115e-12,4.341547328148616e-11,0.15366481525372844,1.4593819590754133e-11,0.0,0.0,3.484647070567121e-11,0.0,0.0,0.0,0.0,1.2584389396595726e-11,0.0,0.07127465012334468,7.873927384788123e-13,2.4554532304466337e-11,0.0,7.006648968439215e-11,1.0751100270118427e-11,0.0,0.5169718041462538,0.0,6.245813001954764e-11,2.044404375200762e-11,2.4902323086421704e-11,1.3091378850110971e-11,0.0,3.001597046572629e-11,0.0,3.0840490564652814e-11,4.2266205164006664e-11,1.2856122289728309e-11,2.0093306956684007e-11,0.0,0.14201677686103523,8.373361978846508e-12
2023-05-08,8.957347332859205e-12,0.0,0.0,6.687172092182365e-12,1.1584889738085608e-11,0.0,0.05699874760663002,0.0,0.0,1.6813791512795197e-11,1.1479666844986715e-11,0.0,0.1811886716109853,0.0,0.0,8.649505135819278e-12,0.0,2.6709963782431733e-11,1.5483762101230436e-11,0.0,0.01641968482116614,0.0,1.9652967705014765e-11,1.5572260094001797e-11,0.0,5.338562394470377e-12,4.4069086473160436e-13,8.75430053259091e-12,0.0,1.0280517692150906e-11,2.5154655382591962e-11,0.089187899717492,3.3426897212142375e-12,3.4634280575035484e-12,0.0,2.285314077809432e-11,2.191952311423779e-12,0.0,0.0,0.0,3.268815461307592e-12,0.0,0.09135499288933183,4.242959536085566e-12,1.9730482331257213e-11,0.0,1.97269863918129e-11,0.0,0.0,0.39231662100138787,0.0,2.3644156845189094e-12,6.826365919651294e-12,0.0,5.988734187236472e-12,3.0767067445494382e-12,1.4925971588075561e-12,1.368450134883229e-10,2.8397437975327698e-11,3.058699754136936e-11,1.471895687183492e-11,3.718154481536742e-11,0.0,0.1725333819997504,7.859758658912804e-12
2023-05-09,0.0,0.0,0.0,2.547518905698602e-11,5.807644632843812e-11,0.022645267568430407,0.0,5.3979480985461314e-11,0.0,4.5129332277594866e-11,5.5771159855686816e-11,1.457879149923217e-11,0.15495458766999218,0.0,0.0,1.614437436429669e-11,1.0041495828630491e-11,1.0128102604557557e-10,5.873002530996875e-11,0.0,0.04783830325976331,0.0,5.7438098469428886e-11,5.1557858411900705e-11,0.0,5.935279499006139e-12,8.631271152033744e-12,4.423566667530738e-11,0.0,6.967544292079667e-11,7.319121250896053e-11,0.11641102343904652,0.0,3.2863996949589846e-11,2.5001458715680035e-11,7.314069531423587e-11,3.1475499230565442e-12,0.0,0.0,0.0,0.0,0.0,0.06888039996619062,1.6742469183101517e-11,8.772108038106627e-11,0.0,5.534210765904077e-11,0.0,2.5514739345599546e-12,0.4487339956792149,0.0,2.4613599599144766e-11,2.3524261779270257e-11,0.0,1.9084296973146718e-11,7.118162278995111e-12,2.1454873627140898e-11,1.599572574915952e-11,9.139266517526019e-11,6.890850754577255e-11,6.870450097236037e-11,1.1945744632374648e-10,0.0,0.14053642232901897,1.7968494904214993e-11
2023-05-10,1.0166828362654758e-11,2.3029446903774384e-11,2.061675976978099e-11,0.0,0.0,0.021412915995108903,1.805174349580408e-11,0.0,0.005896225226564136,0.0,0.0,0.0,0.15044422529070112,3.04907090417974e-11,1.7323584671818198e-11,0.0,9.397107504646894e-15,0.0,0.0,7.476433054843768e-10,0.05051978821597448,2.4001398229972916e-11,0.0,0.0,2.310280698233825e-10,3.3300995513459625e-12,0.0,0.0,0.0,0.0,0.0,0.11978381858665155,1.6039736289814894e-12,0.0,0.0,0.0,4.291778009624646e-12,1.479606655661708e-11,2.885379512956206e-11,1.765442516922651e-11,0.0,3.2374923192561435e-11,0.05973673454713,0.0,0.0,3.971032292902809e-12,0.0,0.0,2.076289363507255e-12,0.44531223433590744,2.014925213079733e-11,0.0,0.0,1.555946262942676e-11,0.0,1.3510987707293187e-12,1.370544282224062e-12,0.0,0.0,0.0,0.0,0.0,3.498962487676063e-11,0.14689405740239392,0.0
